Player,Team,Match-up,Date,W/L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Jordan McLaughlin,MIN,vs.SAC,04/05/2021,W,20,8,4,6,66.7,0,1,0.0,0,0,-,0,0,0,2,0,0,0,0,9
Delon Wright,SAC,@MIN,04/05/2021,L,20,4,2,7,28.6,0,4,0.0,0,0,-,1,1,2,1,0,0,3,1,-8
Georges Niang,UTA,@DAL,04/05/2021,L,13,6,2,4,50.0,2,4,50.0,0,0,-,1,0,1,1,0,0,1,1,-10
Rudy Gobert,UTA,@DAL,04/05/2021,L,34,14,6,6,100,0,0,-,2,3,66.7,2,13,15,2,0,2,1,1,3
Josh Richardson,DAL,vs.UTA,04/05/2021,W,30,17,6,9,66.7,5,5,100,0,0,-,0,5,5,2,0,0,1,2,3
Nicolo Melli,DAL,vs.UTA,04/05/2021,W,32,0,0,7,0.0,0,5,0.0,0,0,-,1,6,7,1,1,1,1,4,5
Donovan Mitchell,UTA,@DAL,04/05/2021,L,35,16,6,23,26.1,0,8,0.0,4,6,66.7,0,5,5,4,0,0,0,2,2
Mike Conley,UTA,@DAL,04/05/2021,L,31,28,8,13,61.5,6,10,60.0,6,6,100,2,1,3,7,1,0,0,3,1
Maxi Kleber,DAL,vs.UTA,04/05/2021,W,34,0,0,2,0.0,0,2,0.0,0,0,-,1,4,5,2,0,0,2,2,-3
Dwight Powell,DAL,vs.UTA,04/05/2021,W,14,4,2,2,100,0,0,-,0,0,-,1,2,3,1,0,0,0,1,11
Jordan Clarkson,UTA,@DAL,04/05/2021,L,22,16,6,13,46.2,2,9,22.2,2,2,100,0,4,4,0,1,0,2,3,-14
Bojan Bogdanovic,UTA,@DAL,04/05/2021,L,34,16,7,13,53.8,1,3,33.3,1,3,33.3,1,3,4,0,0,0,0,1,2
Jalen Brunson,DAL,vs.UTA,04/05/2021,W,30,20,8,15,53.3,4,7,57.1,0,2,0.0,2,2,4,3,0,0,0,2,8
Dorian Finney-Smith,DAL,vs.UTA,04/05/2021,W,34,23,8,17,47.1,5,12,41.7,2,2,100,2,4,6,4,1,1,0,4,0
Joe Ingles,UTA,@DAL,04/05/2021,L,25,3,1,4,25.0,1,2,50.0,0,0,-,1,1,2,3,0,0,3,4,-17
Luka Doncic,DAL,vs.UTA,04/05/2021,W,36,31,11,26,42.3,6,11,54.5,3,3,100,2,7,9,8,0,0,4,2,4
Derrick Favors,UTA,@DAL,04/05/2021,L,14,2,1,4,25.0,0,0,-,0,0,-,5,2,7,1,0,1,0,1,-11
Royce O'Neale,UTA,@DAL,04/05/2021,L,32,2,0,8,0.0,0,8,0.0,2,2,100,2,5,7,2,1,1,1,2,4
Tim Hardaway Jr.,DAL,vs.UTA,04/05/2021,W,30,16,6,13,46.2,3,7,42.9,1,1,100,1,4,5,1,0,0,1,1,12
Kenyon Martin Jr.,HOU,vs.PHX,04/05/2021,L,20,13,4,7,57.1,1,3,33.3,4,6,66.7,0,3,3,3,0,2,1,3,11
D.J. Wilson,HOU,vs.PHX,04/05/2021,L,15,2,1,5,20.0,0,3,0.0,0,0,-,0,4,4,0,2,0,1,1,3
Torrey Craig,PHX,@HOU,04/05/2021,W,15,2,1,4,25.0,0,2,0.0,0,0,-,1,2,3,0,1,0,0,3,-13
Deandre Ayton,PHX,@HOU,04/05/2021,W,33,27,10,14,71.4,0,0,-,7,8,87.5,1,10,11,1,0,2,2,4,15
Chris Paul,PHX,@HOU,04/05/2021,W,35,19,6,9,66.7,3,5,60.0,4,5,80.0,0,5,5,11,4,0,2,2,3
Dario Saric,PHX,@HOU,04/05/2021,W,14,1,0,6,0.0,0,3,0.0,1,2,50.0,0,2,2,2,1,0,0,1,-8
Mikal Bridges,PHX,@HOU,04/05/2021,W,33,20,7,12,58.3,4,6,66.7,2,2,100,0,1,1,3,2,1,0,3,13
Jevon Carter,PHX,@HOU,04/05/2021,W,12,3,1,4,25.0,1,3,33.3,0,0,-,1,1,2,0,0,0,0,1,-12
Christian Wood,HOU,vs.PHX,04/05/2021,L,33,23,8,21,38.1,3,7,42.9,4,5,80.0,1,2,3,0,0,0,1,2,-6
Sterling Brown,HOU,vs.PHX,04/05/2021,L,26,16,6,7,85.7,3,3,100,1,2,50.0,1,2,3,2,1,0,2,1,10
Devin Booker,PHX,@HOU,04/05/2021,W,36,36,11,20,55.0,6,8,75.0,8,9,88.9,1,5,6,6,1,0,2,4,15
Kelly Olynyk,HOU,vs.PHX,04/05/2021,L,29,21,7,8,87.5,3,3,100,4,5,80.0,0,4,4,1,2,0,5,4,-16
Jae'Sean Tate,HOU,vs.PHX,04/05/2021,L,31,18,7,12,58.3,3,5,60.0,1,1,100,0,7,7,5,1,0,4,3,-10
D.J. Augustin,HOU,vs.PHX,04/05/2021,L,23,11,3,5,60.0,1,2,50.0,4,4,100,0,1,1,6,0,0,0,1,-6
Kevin Porter Jr.,HOU,vs.PHX,04/05/2021,L,30,20,5,10,50.0,1,3,33.3,9,10,90.0,2,7,9,8,0,0,3,4,-2
Jae Crowder,PHX,@HOU,04/05/2021,W,27,11,3,6,50.0,1,3,33.3,4,4,100,0,3,3,3,0,0,2,2,6
Cameron Johnson,PHX,@HOU,04/05/2021,W,21,12,4,9,44.4,3,7,42.9,1,1,100,2,2,4,0,1,0,1,1,-4
Cameron Payne,PHX,@HOU,04/05/2021,W,13,2,1,2,50.0,0,0,-,0,0,-,0,0,0,3,1,0,2,1,0
Avery Bradley,HOU,vs.PHX,04/05/2021,L,33,6,2,4,50.0,2,4,50.0,0,0,-,1,3,4,3,0,1,1,6,1
Nic Claxton,BKN,vs.NYK,04/05/2021,W,17,0,0,3,0.0,0,0,-,0,2,0.0,3,3,6,3,1,1,0,2,2
Joe Harris,BKN,vs.NYK,04/05/2021,W,34,16,7,11,63.6,2,3,66.7,0,0,-,4,4,8,2,2,0,2,0,3
Taj Gibson,NYK,@BKN,04/05/2021,L,25,6,2,3,66.7,0,0,-,2,2,100,2,4,6,1,3,0,1,4,-3
Kyrie Irving,BKN,vs.NYK,04/05/2021,W,37,40,15,28,53.6,5,12,41.7,5,5,100,0,2,2,7,1,0,2,4,-5
Bruce Brown,BKN,vs.NYK,04/05/2021,W,21,4,2,5,40.0,0,1,0.0,0,0,-,0,5,5,3,0,1,0,1,-20
Julius Randle,NYK,@BKN,04/05/2021,L,39,19,7,19,36.8,0,4,0.0,5,6,83.3,0,15,15,12,1,1,5,3,0
RJ Barrett,NYK,@BKN,04/05/2021,L,33,22,7,13,53.8,4,6,66.7,4,4,100,2,2,4,0,0,0,5,2,-3
Reggie Bullock,NYK,@BKN,04/05/2021,L,31,21,6,11,54.5,5,10,50.0,4,4,100,0,3,3,2,0,0,0,4,7
Nerlens Noel,NYK,@BKN,04/05/2021,L,22,6,3,4,75.0,0,0,-,0,2,0.0,0,5,5,1,0,2,1,4,-2
Timothe Luwawu-Cabarrot,BKN,vs.NYK,04/05/2021,W,32,9,2,7,28.6,1,4,25.0,4,4,100,1,2,3,3,1,1,0,2,1
Chris Chiozza,BKN,vs.NYK,04/05/2021,W,12,2,1,4,25.0,0,2,0.0,0,0,-,0,3,3,2,0,0,2,0,12
James Harden,BKN,vs.NYK,04/05/2021,W,4,0,0,1,0.0,0,1,0.0,0,0,-,0,1,1,3,0,0,0,0,1
Alec Burks,NYK,@BKN,04/05/2021,L,20,6,2,5,40.0,2,2,100,0,0,-,0,6,6,2,0,0,0,3,-8
LaMarcus Aldridge,BKN,vs.NYK,04/05/2021,W,29,8,3,8,37.5,0,1,0.0,2,2,100,1,5,6,2,1,2,2,2,7
Alize Johnson,BKN,vs.NYK,04/05/2021,W,17,12,6,10,60.0,0,1,0.0,0,0,-,2,5,7,1,0,0,0,1,11
Derrick Rose,NYK,@BKN,04/05/2021,L,25,16,6,14,42.9,2,4,50.0,2,3,66.7,0,1,1,3,1,0,0,1,-8
Obi Toppin,NYK,@BKN,04/05/2021,L,9,5,2,3,66.7,1,2,50.0,0,0,-,0,0,0,1,0,0,0,0,-2
Immanuel Quickley,NYK,@BKN,04/05/2021,L,13,3,1,4,25.0,0,0,-,1,1,100,0,0,0,1,1,1,0,1,6
Jeff Green,BKN,vs.NYK,04/05/2021,W,36,23,6,15,40.0,2,7,28.6,9,13,69.2,0,4,4,1,0,1,2,2,-2
Elfrid Payton,NYK,@BKN,04/05/2021,L,22,8,4,10,40.0,0,1,0.0,0,0,-,1,0,1,1,1,0,0,3,3
Isaac Okoro,CLE,@SAS,04/05/2021,W,28,11,4,6,66.7,3,3,100,0,0,-,0,3,3,1,0,0,1,4,16
Collin Sexton,CLE,@SAS,04/05/2021,W,34,22,7,17,41.2,1,5,20.0,7,8,87.5,1,2,3,5,0,0,0,2,2
Brodric Thomas,CLE,@SAS,04/05/2021,W,5,2,1,2,50.0,0,1,0.0,0,0,-,1,1,2,0,0,0,2,1,-8
Patty Mills,SAS,vs.CLE,04/05/2021,L,23,4,1,4,25.0,1,3,33.3,1,2,50.0,1,3,4,2,0,1,0,2,-18
Keldon Johnson,SAS,vs.CLE,04/05/2021,L,27,13,6,11,54.5,0,2,0.0,1,4,25.0,1,9,10,1,0,0,2,1,-16
Jakob Poeltl,SAS,vs.CLE,04/05/2021,L,27,9,4,7,57.1,0,0,-,1,1,100,2,3,5,0,0,0,1,2,-14
Lamar Stevens,CLE,@SAS,04/05/2021,W,8,6,2,3,66.7,0,0,-,2,2,100,2,1,3,0,0,0,0,1,-5
Matthew Dellavedova,CLE,@SAS,04/05/2021,W,17,4,1,5,20.0,0,3,0.0,2,2,100,0,1,1,5,0,0,0,1,19
Derrick White,SAS,vs.CLE,04/05/2021,L,28,13,4,16,25.0,0,6,0.0,5,5,100,1,2,3,6,1,0,0,2,-14
Dean Wade,CLE,@SAS,04/05/2021,W,38,4,2,6,33.3,0,2,0.0,0,0,-,0,7,7,3,0,0,0,2,18
DeMar DeRozan,SAS,vs.CLE,04/05/2021,L,27,20,4,9,44.4,0,1,0.0,12,13,92.3,1,3,4,2,0,0,1,1,-10
Darius Garland,CLE,@SAS,04/05/2021,W,30,37,14,22,63.6,5,10,50.0,4,4,100,0,1,1,7,2,1,1,2,20
Luka Samanic,SAS,vs.CLE,04/05/2021,L,25,8,3,10,30.0,0,5,0.0,2,3,66.7,1,5,6,5,0,0,2,5,-10
Devin Vassell,SAS,vs.CLE,04/05/2021,L,17,6,3,8,37.5,0,2,0.0,0,0,-,0,0,0,2,0,0,0,1,-8
Quinndary Weatherspoon,SAS,vs.CLE,04/05/2021,L,9,2,0,1,0.0,0,0,-,2,2,100,0,1,1,0,1,0,0,1,0
Taurean Prince,CLE,@SAS,04/05/2021,W,26,14,3,9,33.3,2,6,33.3,6,8,75.0,0,7,7,2,1,2,0,3,31
Tre Jones,SAS,vs.CLE,04/05/2021,L,12,4,2,3,66.7,0,0,-,0,0,-,0,0,0,1,1,0,2,0,-2
Gorgui Dieng,SAS,vs.CLE,04/05/2021,L,9,5,1,3,33.3,1,2,50.0,2,2,100,0,0,0,0,1,0,1,4,-6
Drew Eubanks,SAS,vs.CLE,04/05/2021,L,12,4,2,3,66.7,0,0,-,0,0,-,1,2,3,2,0,2,0,1,-4
Isaiah Hartenstein,CLE,@SAS,04/05/2021,W,27,16,7,8,87.5,0,1,0.0,2,3,66.7,2,10,12,3,0,1,0,5,9
Rudy Gay,SAS,vs.CLE,04/05/2021,L,24,13,5,8,62.5,3,5,60.0,0,0,-,0,2,2,1,0,0,1,2,-18
Kevin Love,CLE,@SAS,04/05/2021,W,26,9,4,8,50.0,1,3,33.3,0,0,-,1,7,8,3,2,0,2,3,18
James Ennis III,ORL,@DEN,04/04/2021,L,37,17,5,7,71.4,3,4,75.0,4,4,100,0,2,2,5,2,0,2,1,-13
Chuma Okeke,ORL,@DEN,04/04/2021,L,39,19,7,17,41.2,2,6,33.3,3,3,100,2,5,7,5,2,1,2,2,-18
R.J. Hampton,ORL,@DEN,04/04/2021,L,33,16,7,13,53.8,2,5,40.0,0,0,-,1,3,4,3,2,0,1,3,-13
Aaron Gordon,DEN,vs.ORL,04/04/2021,W,35,24,10,13,76.9,1,1,100,3,5,60.0,3,4,7,2,0,2,1,0,12
P.J. Dozier,DEN,vs.ORL,04/04/2021,W,9,0,0,2,0.0,0,2,0.0,0,0,-,0,1,1,0,0,0,1,1,2
Dwayne Bacon,ORL,@DEN,04/04/2021,L,31,8,3,11,27.3,1,4,25.0,1,2,50.0,1,5,6,4,0,1,1,3,-4
JaMychal Green,DEN,vs.ORL,04/04/2021,W,13,5,2,3,66.7,0,1,0.0,1,2,50.0,2,3,5,0,0,1,1,1,-2
Jamal Murray,DEN,vs.ORL,04/04/2021,W,37,22,7,18,38.9,3,9,33.3,5,5,100,0,5,5,4,2,0,2,1,15
Terrence Ross,ORL,@DEN,04/04/2021,L,31,19,7,18,38.9,2,9,22.2,3,5,60.0,0,3,3,4,1,1,1,4,3
Will Barton,DEN,vs.ORL,04/04/2021,W,35,15,5,11,45.5,2,4,50.0,3,4,75.0,2,6,8,4,1,1,3,0,12
Facundo Campazzo,DEN,vs.ORL,04/04/2021,W,9,3,1,3,33.3,0,2,0.0,1,1,100,1,1,2,1,0,0,0,0,-6
Nikola Jokic,DEN,vs.ORL,04/04/2021,W,38,17,5,11,45.5,0,1,0.0,7,9,77.8,2,7,9,16,1,0,4,4,15
Mo Bamba,ORL,@DEN,04/04/2021,L,13,11,4,5,80.0,2,2,100,1,2,50.0,2,2,4,0,0,0,1,6,2
Chasson Randle,ORL,@DEN,04/04/2021,L,21,3,1,3,33.3,1,3,33.3,0,0,-,0,1,1,2,1,0,1,3,5
JaVale McGee,DEN,vs.ORL,04/04/2021,W,6,3,1,1,100,0,0,-,1,2,50.0,1,1,2,0,1,0,1,2,2
Michael Porter Jr.,DEN,vs.ORL,04/04/2021,W,36,20,8,14,57.1,2,5,40.0,2,2,100,7,5,12,0,0,1,1,3,11
Wendell Carter Jr.,ORL,@DEN,04/04/2021,L,35,16,8,15,53.3,0,2,0.0,0,1,0.0,4,5,9,4,3,1,2,4,-12
Monte Morris,DEN,vs.ORL,04/04/2021,W,18,10,4,8,50.0,1,3,33.3,1,1,100,1,2,3,0,1,0,0,1,-4
Paul Millsap,DEN,vs.ORL,04/04/2021,W,6,0,0,4,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,1,-7
Trae Young,ATL,vs.GSW,04/04/2021,W,28,13,3,11,27.3,0,4,0.0,7,8,87.5,0,2,2,3,1,0,7,1,-8
Juan Toscano-Anderson,GSW,@ATL,04/04/2021,L,6,0,0,0,-,0,0,-,0,0,-,0,1,1,1,0,0,0,3,-11
Kent Bazemore,GSW,@ATL,04/04/2021,L,16,2,1,7,14.3,0,3,0.0,0,0,-,0,3,3,1,2,0,2,4,-10
Kevon Looney,GSW,@ATL,04/04/2021,L,16,2,1,3,33.3,0,0,-,0,0,-,2,2,4,1,0,2,0,2,-8
Kevin Huerter,ATL,vs.GSW,04/04/2021,W,28,10,4,11,36.4,2,7,28.6,0,0,-,0,1,1,4,3,0,0,3,7
Bogdan Bogdanovic,ATL,vs.GSW,04/04/2021,W,33,10,3,10,30.0,3,6,50.0,1,2,50.0,0,3,3,5,2,0,2,2,-3
Onyeka Okongwu,ATL,vs.GSW,04/04/2021,W,16,7,1,2,50.0,0,0,-,5,7,71.4,1,5,6,1,1,0,1,3,6
Tony Snell,ATL,vs.GSW,04/04/2021,W,29,8,2,3,66.7,2,3,66.7,2,2,100,0,1,1,1,1,1,0,2,6
Damion Lee,GSW,@ATL,04/04/2021,L,23,9,3,6,50.0,1,4,25.0,2,2,100,0,3,3,1,0,0,1,4,-13
Lou Williams,ATL,vs.GSW,04/04/2021,W,26,15,5,15,33.3,2,3,66.7,3,3,100,1,2,3,2,1,0,2,1,19
James Wiseman,GSW,@ATL,04/04/2021,L,18,8,4,9,44.4,0,1,0.0,0,0,-,1,4,5,0,0,0,0,1,3
Danilo Gallinari,ATL,vs.GSW,04/04/2021,W,29,25,5,8,62.5,2,5,40.0,13,15,86.7,0,10,10,0,0,0,1,3,12
Clint Capela,ATL,vs.GSW,04/04/2021,W,32,24,10,16,62.5,0,0,-,4,6,66.7,5,13,18,0,1,2,1,3,-3
Stephen Curry,GSW,@ATL,04/04/2021,L,37,37,12,23,52.2,3,12,25.0,10,12,83.3,1,4,5,2,2,1,8,0,8
Draymond Green,GSW,@ATL,04/04/2021,L,36,11,4,6,66.7,1,2,50.0,2,3,66.7,2,5,7,11,4,0,4,1,9
Kelly Oubre Jr.,GSW,@ATL,04/04/2021,L,37,20,9,16,56.3,2,6,33.3,0,0,-,3,8,11,2,2,3,1,5,-4
Andrew Wiggins,GSW,@ATL,04/04/2021,L,36,16,6,12,50.0,3,7,42.9,1,4,25.0,0,5,5,2,2,0,0,3,3
Solomon Hill,ATL,vs.GSW,04/04/2021,W,19,5,2,5,40.0,1,4,25.0,0,2,0.0,3,2,5,3,0,0,1,1,-6
Jordan Poole,GSW,@ATL,04/04/2021,L,16,6,3,10,30.0,0,5,0.0,0,0,-,0,1,1,4,0,0,0,3,-7
Willy Hernangomez,NOP,@HOU,04/04/2021,W,26,15,7,7,100,0,0,-,1,2,50.0,2,10,12,1,1,0,3,3,4
Sterling Brown,HOU,vs.NOP,04/04/2021,L,28,12,4,8,50.0,2,4,50.0,2,2,100,1,3,4,2,0,0,0,4,-6
Christian Wood,HOU,vs.NOP,04/04/2021,L,33,15,3,11,27.3,1,6,16.7,8,13,61.5,2,10,12,3,1,0,2,2,-15
Kevin Porter Jr.,HOU,vs.NOP,04/04/2021,L,32,12,5,15,33.3,2,3,66.7,0,0,-,1,4,5,5,0,1,8,4,-13
Danuel House Jr.,HOU,vs.NOP,04/04/2021,L,12,1,0,2,0.0,0,1,0.0,1,2,50.0,0,1,1,1,0,0,0,2,-6
D.J. Wilson,HOU,vs.NOP,04/04/2021,L,9,7,3,3,100,1,1,100,0,0,-,0,2,2,0,0,0,0,0,6
Kelly Olynyk,HOU,vs.NOP,04/04/2021,L,33,26,9,17,52.9,5,13,38.5,3,3,100,1,7,8,3,0,1,0,2,-7
Jae'Sean Tate,HOU,vs.NOP,04/04/2021,L,26,19,7,11,63.6,3,6,50.0,2,2,100,1,4,5,3,1,0,2,5,7
Nickeil Alexander-Walker,NOP,@HOU,04/04/2021,W,14,5,2,5,40.0,0,1,0.0,1,2,50.0,0,1,1,0,2,1,0,1,2
Wes Iwundu,NOP,@HOU,04/04/2021,W,20,3,1,3,33.3,1,1,100,0,0,-,1,4,5,1,0,0,0,5,9
James Johnson,NOP,@HOU,04/04/2021,W,33,18,8,16,50.0,1,5,20.0,1,5,20.0,2,5,7,3,2,4,1,5,17
Lonzo Ball,NOP,@HOU,04/04/2021,W,37,27,8,18,44.4,8,15,53.3,3,3,100,1,3,4,9,3,0,6,4,4
Naji Marshall,NOP,@HOU,04/04/2021,W,24,12,3,6,50.0,1,1,100,5,7,71.4,1,3,4,5,0,1,2,2,2
Avery Bradley,HOU,vs.NOP,04/04/2021,L,26,5,2,9,22.2,1,3,33.3,0,0,-,0,0,0,3,0,0,2,2,-4
Kenyon Martin Jr.,HOU,vs.NOP,04/04/2021,L,21,9,4,5,80.0,0,0,-,1,2,50.0,2,3,5,0,1,1,0,3,-3
D.J. Augustin,HOU,vs.NOP,04/04/2021,L,20,9,4,8,50.0,1,3,33.3,0,0,-,1,5,6,5,0,0,3,0,6
Eric Bledsoe,NOP,@HOU,04/04/2021,W,34,19,4,15,26.7,4,12,33.3,7,8,87.5,1,3,4,2,1,1,2,1,5
Jaxson Hayes,NOP,@HOU,04/04/2021,W,29,11,4,12,33.3,1,2,50.0,2,2,100,1,6,7,2,1,1,0,3,-11
Steven Adams,NOP,@HOU,04/04/2021,W,22,12,5,9,55.6,0,0,-,2,6,33.3,7,4,11,3,2,1,1,3,3
Marc Gasol,LAL,@LAC,04/04/2021,L,18,11,4,7,57.1,3,3,100,0,0,-,0,3,3,2,1,1,4,2,-17
Nicolas Batum,LAC,vs.LAL,04/04/2021,W,18,4,1,2,50.0,1,2,50.0,1,2,50.0,1,4,5,4,1,1,0,1,4
Alex Caruso,LAL,@LAC,04/04/2021,L,26,8,2,6,33.3,2,3,66.7,2,2,100,0,1,1,2,1,1,2,0,7
Ivica Zubac,LAC,vs.LAL,04/04/2021,W,31,6,3,5,60.0,0,0,-,0,0,-,3,6,9,1,0,2,1,5,23
Markieff Morris,LAL,@LAC,04/04/2021,L,28,9,4,10,40.0,0,3,0.0,1,1,100,0,5,5,1,0,1,0,1,-14
Montrezl Harrell,LAL,@LAC,04/04/2021,L,27,19,7,12,58.3,0,0,-,5,6,83.3,1,5,6,2,0,2,1,0,-4
Talen Horton-Tucker,LAL,@LAC,04/04/2021,L,26,16,7,14,50.0,0,1,0.0,2,2,100,2,3,5,0,2,0,0,3,-3
Daniel Oturu,LAC,vs.LAL,04/04/2021,W,3,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,0,1,-3
Amir Coffey,LAC,vs.LAL,04/04/2021,W,5,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-3
Kawhi Leonard,LAC,vs.LAL,04/04/2021,W,34,19,8,15,53.3,2,2,100,1,1,100,4,6,10,8,2,0,2,3,21
Marcus Morris Sr.,LAC,vs.LAL,04/04/2021,W,28,22,9,13,69.2,4,5,80.0,0,0,-,0,7,7,0,0,0,2,2,24
Luke Kennard,LAC,vs.LAL,04/04/2021,W,18,15,6,10,60.0,3,6,50.0,0,0,-,1,2,3,2,0,0,3,1,2
Kostas Antetokounmpo,LAL,@LAC,04/04/2021,L,3,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,2,0,3
Paul George,LAC,vs.LAL,04/04/2021,W,32,16,6,14,42.9,2,4,50.0,2,2,100,0,7,7,3,2,0,5,3,15
Rajon Rondo,LAC,vs.LAL,04/04/2021,W,13,2,1,3,33.3,0,0,-,0,0,-,0,1,1,3,2,0,4,4,2
Terance Mann,LAC,vs.LAL,04/04/2021,W,20,7,3,10,30.0,1,4,25.0,0,0,-,3,1,4,1,0,0,1,2,-6
Dennis Schroder,LAL,@LAC,04/04/2021,L,33,8,3,12,25.0,0,3,0.0,2,2,100,0,3,3,7,1,0,2,2,-19
Alfonzo McKinnie,LAL,@LAC,04/04/2021,L,9,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,0,0,-1
Kentavious Caldwell-Pope,LAL,@LAC,04/04/2021,L,33,8,3,9,33.3,2,6,33.3,0,0,-,1,2,3,1,3,0,3,2,-20
Patrick Patterson,LAC,vs.LAL,04/04/2021,W,17,7,2,6,33.3,1,4,25.0,2,2,100,0,0,0,0,1,1,0,2,-5
Reggie Jackson,LAC,vs.LAL,04/04/2021,W,21,6,2,8,25.0,0,1,0.0,2,2,100,1,2,3,1,2,0,1,1,16
Kyle Kuzma,LAL,@LAC,04/04/2021,L,33,6,2,10,20.0,0,4,0.0,2,5,40.0,2,5,7,1,0,2,4,1,-25
Devontae Cacok,LAL,@LAC,04/04/2021,L,3,1,0,0,-,0,0,-,1,2,50.0,1,0,1,0,1,0,0,0,3
Jaylen Brown,BOS,vs.CHA,04/04/2021,W,26,17,6,13,46.2,5,8,62.5,0,0,-,4,2,6,1,0,1,1,2,14
P.J. Washington,CHA,@BOS,04/04/2021,L,21,3,1,6,16.7,1,3,33.3,0,0,-,1,2,3,2,0,1,2,4,-19
Moritz Wagner,BOS,vs.CHA,04/04/2021,W,9,3,1,2,50.0,1,2,50.0,0,0,-,0,3,3,0,0,0,0,1,4
Brad Wanamaker,CHA,@BOS,04/04/2021,L,18,7,3,7,42.9,0,1,0.0,1,2,50.0,0,2,2,3,0,0,1,1,-25
Devonte' Graham,CHA,@BOS,04/04/2021,L,27,11,4,8,50.0,2,5,40.0,1,2,50.0,0,4,4,6,1,0,1,0,-9
Tremont Waters,BOS,vs.CHA,04/04/2021,W,6,2,1,3,33.3,0,1,0.0,0,0,-,1,0,1,1,1,0,0,0,2
Tacko Fall,BOS,vs.CHA,04/04/2021,W,5,3,1,1,100,0,0,-,1,2,50.0,2,1,3,0,0,0,2,2,2
Aaron Nesmith,BOS,vs.CHA,04/04/2021,W,12,0,0,3,0.0,0,2,0.0,0,0,-,1,5,6,0,2,0,0,1,2
Evan Fournier,BOS,vs.CHA,04/04/2021,W,22,17,5,9,55.6,4,5,80.0,3,3,100,0,0,0,6,2,1,1,2,24
Romeo Langford,BOS,vs.CHA,04/04/2021,W,12,3,1,4,25.0,1,2,50.0,0,0,-,1,0,1,1,1,1,1,0,10
Luke Kornet,BOS,vs.CHA,04/04/2021,W,9,2,1,3,33.3,0,2,0.0,0,0,-,0,2,2,0,0,1,0,1,11
Nate Darling,CHA,@BOS,04/04/2021,L,6,3,1,2,50.0,1,2,50.0,0,0,-,1,0,1,0,0,0,0,0,-2
Cody Martin,CHA,@BOS,04/04/2021,L,17,6,2,6,33.3,1,2,50.0,1,2,50.0,1,1,2,0,0,0,0,0,-24
Grant Riller,CHA,@BOS,04/04/2021,L,5,0,0,2,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,0,-2
Caleb Martin,CHA,@BOS,04/04/2021,L,19,2,1,5,20.0,0,2,0.0,0,0,-,0,6,6,1,0,0,1,2,-6
Nick Richards,CHA,@BOS,04/04/2021,L,9,2,1,1,100,0,0,-,0,0,-,0,1,1,1,0,0,2,0,-4
Payton Pritchard,BOS,vs.CHA,04/04/2021,W,17,5,2,8,25.0,1,4,25.0,0,0,-,0,3,3,2,1,0,0,2,14
Cody Zeller,CHA,@BOS,04/04/2021,L,13,7,3,5,60.0,0,0,-,1,1,100,4,3,7,1,1,0,2,1,-8
Grant Williams,BOS,vs.CHA,04/04/2021,W,8,0,0,0,-,0,0,-,0,0,-,0,0,0,2,0,0,0,1,10
Terry Rozier,CHA,@BOS,04/04/2021,L,32,22,8,19,42.1,3,9,33.3,3,3,100,1,6,7,4,1,1,3,1,-12
Jayson Tatum,BOS,vs.CHA,04/04/2021,W,28,22,8,15,53.3,3,9,33.3,3,4,75.0,0,8,8,4,0,0,0,2,16
Kemba Walker,BOS,vs.CHA,04/04/2021,W,26,12,5,12,41.7,2,9,22.2,0,0,-,1,1,2,6,1,0,0,1,14
Jalen McDaniels,CHA,@BOS,04/04/2021,L,17,7,3,6,50.0,0,1,0.0,1,2,50.0,0,1,1,1,0,0,0,2,-13
Marcus Smart,BOS,vs.CHA,04/04/2021,W,28,12,4,8,50.0,4,7,57.1,0,0,-,0,1,1,4,1,0,1,0,18
Robert Williams III,BOS,vs.CHA,04/04/2021,W,25,16,7,9,77.8,0,0,-,2,2,100,4,4,8,2,2,1,0,5,7
Bismack Biyombo,CHA,@BOS,04/04/2021,L,21,6,2,2,100,0,0,-,2,6,33.3,1,2,3,2,0,2,0,3,-10
Miles Bridges,CHA,@BOS,04/04/2021,L,31,10,3,9,33.3,2,3,66.7,2,2,100,0,5,5,2,0,0,4,1,-14
Carsen Edwards,BOS,vs.CHA,04/04/2021,W,6,2,1,4,25.0,0,3,0.0,0,0,-,0,0,0,0,0,0,0,0,2
Vernon Carey Jr.,CHA,@BOS,04/04/2021,L,3,0,0,2,0.0,0,2,0.0,0,0,-,0,0,0,0,0,1,1,0,-2
Landry Shamet,BKN,@CHI,04/04/2021,L,22,13,4,10,40.0,3,6,50.0,2,2,100,1,1,2,1,0,0,0,1,-19
Daniel Theis,CHI,vs.BKN,04/04/2021,W,24,10,4,6,66.7,2,3,66.7,0,2,0.0,0,3,3,2,0,0,1,2,-4
Blake Griffin,BKN,@CHI,04/04/2021,L,22,10,4,9,44.4,1,4,25.0,1,1,100,0,8,8,2,0,0,2,1,-10
